iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_vaccinations,people_vaccinated,people_fully_vaccinated,hosp_patients,icu_patients,population,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,people_vaccinated_per_hundred,year,month,week,year_month,case_fatality_rate,vax_pct_population
DEU,Europe,Germany,2022-01-01,66728187,190639,952334,2670,10135255.0,6081153.0,4054102.0,5719.0,953.0,83000000,803954.06,2296.855,11473.904,32.169,7.33,2022,1,52,2022-01,1.4272,4.88
DEU,Europe,Germany,2022-01-02,66934359,206172,955268,2934,10190791.0,6114474.0,4076316.0,6185.0,1030.0,83000000,806438.06,2484.0,11509.253,35.349,7.37,2022,1,52,2022-01,1.4272,4.91
DEU,Europe,Germany,2022-01-03,67152372,218013,958890,3622,10246478.0,6147886.0,4098591.0,6540.0,0.0,83000000,809064.723,2626.663,11552.892,43.639,7.41,2022,1,1,2022-01,1.4279,4.94
DEU,Europe,Germany,2022-01-04,67385273,232901,961802,2912,10302318.0,6181390.0,4120927.0,6987.0,1164.0,83000000,811870.759,2806.036,11587.976,35.084,7.45,2022,1,1,2022-01,1.4273,4.96
DEU,Europe,Germany,2022-01-05,67626844,241571,964898,3096,10358308.0,6214984.0,4120927.0,0.0,1207.0,83000000,814781.253,2910.494,11625.277,37.301,7.49,2022,1,1,2022-01,1.4268,4.96
DEU,Europe,Germany,2022-01-06,67894536,267692,969731,4833,10414451.0,6248670.0,4165780.0,8030.0,1338.0,83000000,818006.458,3225.205,11683.506,58.229,7.53,2022,1,1,2022-01,1.4283,5.02
DEU,Europe,Germany,2022-01-07,68124335,229799,972157,2426,10470745.0,6282447.0,4188298.0,6893.0,1148.0,83000000,820775.12,2768.663,11712.735,29.229,7.57,2022,1,1,2022-01,1.427,5.05
DEU,Europe,Germany,2022-01-08,68352293,227958,975409,3252,10470745.0,6316314.0,4210876.0,6838.0,1139.0,83000000,823521.602,2746.482,11751.916,39.181,7.61,2022,1,1,2022-01,1.427,5.07
DEU,Europe,Germany,2022-01-09,68538262,185969,978747,3338,10470745.0,6350273.0,4233515.0,5579.0,929.0,83000000,825762.193,2240.59,11792.133,40.217,7.65,2022,1,1,2022-01,1.428,5.1
DEU,Europe,Germany,2022-01-10,68721945,183683,981565,2818,10640539.0,6384323.0,4256215.0,5510.0,918.0,83000000,827975.241,2213.048,11826.084,33.952,7.69,2022,1,2,2022-01,1.4283,5.13
DEU,Europe,Germany,2022-01-11,68951082,229137,984954,3389,10697440.0,6418464.0,4278976.0,6874.0,1145.0,83000000,830735.928,2760.687,11866.916,40.831,7.73,2022,1,2,2022-01,1.4285,5.16
DEU,Europe,Germany,2022-01-12,69168956,217874,987618,2664,10754493.0,6452695.0,4301797.0,6536.0,0.0,83000000,833360.916,2624.988,11899.012,32.096,7.77,2022,1,2,2022-01,1.4278,5.18
DEU,Europe,Germany,2022-01-13,69421340,252384,990908,3290,10811698.0,6487018.0,4324679.0,7571.0,1261.0,83000000,836401.687,3040.771,11938.651,39.639,7.82,2022,1,2,2022-01,1.4274,5.21
DEU,Europe,Germany,2022-01-14,69612384,191044,994237,3329,10869054.0,6521432.0,4347621.0,5731.0,955.0,83000000,838703.422,2301.735,11978.759,40.108,7.86,2022,1,2,2022-01,1.4282,5.24
DEU,Europe,Germany,2022-01-15,69790452,178068,996890,2653,10926563.0,6555937.0,4370625.0,5342.0,890.0,83000000,840848.819,2145.398,12010.723,31.964,7.9,2022,1,2,2022-01,1.4284,5.27
DEU,Europe,Germany,2022-01-16,70004609,214157,999999,3109,10926563.0,6590533.0,4370625.0,6424.0,1070.0,83000000,843429.024,2580.205,12048.181,37.458,7.94,2022,1,2,2022-01,1.4285,5.27
DEU,Europe,Germany,2022-01-17,70199150,194541,1002125,2126,11042034.0,6625220.0,4416813.0,5836.0,972.0,83000000,845772.892,2343.867,12073.795,25.614,7.98,2022,1,3,2022-01,1.4275,5.32
DEU,Europe,Germany,2022-01-18,70376319,177169,1003934,1809,11099998.0,6659998.0,4439999.0,5315.0,885.0,83000000,847907.458,2134.566,12095.59,21.795,8.02,2022,1,3,2022-01,1.4265,5.35
DEU,Europe,Germany,2022-01-19,70610434,234115,1008240,4306,11158113.0,6694867.0,4463245.0,7023.0,1170.0,83000000,850728.12,2820.663,12147.47,51.88,8.07,2022,1,3,2022-01,1.4279,5.38
DEU,Europe,Germany,2022-01-20,70790775,180341,1010643,2403,11216380.0,6729828.0,4486552.0,5410.0,901.0,83000000,852900.904,2172.783,12176.422,28.952,8.11,2022,1,3,2022-01,1.4276,5.41
DEU,Europe,Germany,2022-01-21,71012161,221386,1014026,3383,11274798.0,6729828.0,4509919.0,6641.0,1106.0,83000000,855568.205,2667.301,12217.181,40.759,8.15,2022,1,3,2022-01,1.428,5.43
DEU,Europe,Germany,2022-01-22,71204548,192387,1016096,2070,11333369.0,6800021.0,4533347.0,5771.0,961.0,83000000,857886.12,2317.916,12242.12,24.94,8.19,2022,1,3,2022-01,1.427,5.46
DEU,Europe,Germany,2022-01-23,71386686,182138,1019004,2908,11392091.0,6835254.0,4556836.0,5464.0,910.0,83000000,860080.554,2194.434,12277.157,35.036,8.24,2022,1,3,2022-01,1.4274,5.49
DEU,Europe,Germany,2022-01-24,71584802,198116,1022594,3590,11450965.0,6870579.0,4580386.0,5943.0,990.0,83000000,862467.494,2386.94,12320.41,43.253,8.28,2022,1,4,2022-01,1.4285,5.52
DEU,Europe,Germany,2022-01-25,71816469,231667,1026079,3485,11509990.0,6905994.0,4603996.0,6950.0,1158.0,83000000,865258.663,2791.169,12362.398,41.988,8.32,2022,1,4,2022-01,1.4288,5.55
DEU,Europe,Germany,2022-01-26,72012942,196473,1028272,2193,11569168.0,6941500.0,4627667.0,5894.0,982.0,83000000,867625.807,2367.145,12388.819,26.422,8.36,2022,1,4,2022-01,1.4279,5.58
DEU,Europe,Germany,2022-01-27,72237313,224371,1031659,3387,11628497.0,6977098.0,4651398.0,6731.0,1121.0,83000000,870329.072,2703.265,12429.627,40.807,8.41,2022,1,4,2022-01,1.4282,5.6
DEU,Europe,Germany,2022-01-28,72409463,172150,1034532,2873,11687978.0,7012786.0,4675191.0,5164.0,860.0,83000000,872403.169,2074.096,12464.241,34.614,8.45,2022,1,4,2022-01,1.4287,5.63
DEU,Europe,Germany,2022-01-29,72632433,222970,1037560,3028,11747610.0,7048566.0,4699044.0,6689.0,0.0,83000000,875089.554,2686.386,12500.723,36.482,8.49,2022,1,4,2022-01,1.4285,5.66
DEU,Europe,Germany,2022-01-30,72811007,178574,1040715,3155,11807394.0,7084436.0,4722957.0,5357.0,892.0,83000000,877241.048,2151.494,12538.735,38.012,8.54,2022,1,4,2022-01,1.4293,5.69
DEU,Europe,Germany,2022-01-31,73023163,212156,1044040,3325,11867330.0,7120398.0,4746932.0,6364.0,1060.0,83000000,879797.145,2556.096,12578.795,40.06,8.58,2022,1,5,2022-01,1.4297,5.72
DEU,Europe,Germany,2022-02-01,73224948,201785,1047639,3599,11927418.0,7156450.0,4770967.0,6053.0,1008.0,83000000,882228.289,2431.145,12622.157,43.361,8.62,2022,2,5,2022-02,1.4307,5.75
DEU,Europe,Germany,2022-02-02,73453553,228605,1051172,3533,11987658.0,7192594.0,4795063.0,6858.0,1143.0,83000000,884982.566,2754.277,12664.723,42.566,8.67,2022,2,5,2022-02,1.4311,5.78
DEU,Europe,Germany,2022-02-03,73638428,184875,1053243,2071,12048049.0,7228829.0,4819219.0,0.0,924.0,83000000,887209.976,2227.41,12689.675,24.952,8.71,2022,2,5,2022-02,1.4303,5.81
DEU,Europe,Germany,2022-02-04,73797174,158746,1055266,2023,12108592.0,7265155.0,4843436.0,4762.0,793.0,83000000,889122.578,1912.602,12714.048,24.373,8.75,2022,2,5,2022-02,1.43,5.84
DEU,Europe,Germany,2022-02-05,73951070,153896,1057084,1818,12169287.0,7301572.0,4867714.0,4616.0,769.0,83000000,890976.747,1854.169,12735.952,21.904,8.8,2022,2,5,2022-02,1.4294,5.86
DEU,Europe,Germany,2022-02-06,74164781,213711,1060913,3829,12230133.0,7338079.0,4892053.0,6411.0,1068.0,83000000,893551.578,2574.831,12782.084,46.133,8.84,2022,2,5,2022-02,1.4305,5.89
DEU,Europe,Germany,2022-02-07,74354082,189301,1064062,3149,12291131.0,7374678.0,4916452.0,5679.0,946.0,83000000,895832.313,2280.735,12820.024,37.94,8.89,2022,2,6,2022-02,1.4311,5.92
DEU,Europe,Germany,2022-02-08,74560431,206349,1067345,3283,12291131.0,7411368.0,4940912.0,6190.0,1031.0,83000000,898318.446,2486.133,12859.578,39.554,8.93,2022,2,6,2022-02,1.4315,5.95
DEU,Europe,Germany,2022-02-09,74725163,164732,1069432,2087,12413583.0,7448149.0,4940912.0,4941.0,823.0,83000000,900303.169,1984.723,12884.723,25.145,8.97,2022,2,6,2022-02,1.4312,5.95
DEU,Europe,Germany,2022-02-10,74896571,171408,1071430,1998,12475036.0,7485021.0,4990014.0,5142.0,857.0,83000000,902368.325,2065.157,12908.795,24.072,9.02,2022,2,6,2022-02,1.4305,6.01
DEU,Europe,Germany,2022-02-11,75043667,147096,1073872,2442,12536641.0,7521984.0,5014656.0,4412.0,735.0,83000000,904140.566,1772.241,12938.217,29.422,9.06,2022,2,6,2022-02,1.431,6.04
DEU,Europe,Germany,2022-02-12,75256358,212691,1076885,3013,12598398.0,7559038.0,5039359.0,0.0,1063.0,83000000,906703.108,2562.542,12974.518,36.301,9.11,2022,2,6,2022-02,1.431,6.07
DEU,Europe,Germany,2022-02-13,75446251,189893,1079168,2283,12660307.0,7596184.0,5064122.0,5696.0,949.0,83000000,908990.976,2287.867,13002.024,27.506,9.15,2022,2,6,2022-02,1.4304,6.1
DEU,Europe,Germany,2022-02-14,75653143,206892,1082353,3185,12722367.0,7633420.0,5088946.0,6206.0,1034.0,83000000,911483.651,2492.675,13040.398,38.373,9.2,2022,2,7,2022-02,1.4307,6.13
DEU,Europe,Germany,2022-02-15,75811475,158332,1084003,1650,12784579.0,7670747.0,5113831.0,4749.0,791.0,83000000,913391.265,1907.614,13060.277,19.88,9.24,2022,2,7,2022-02,1.4299,6.16
DEU,Europe,Germany,2022-02-16,75992294,180819,1086333,2330,12846943.0,7708165.0,5138777.0,5424.0,904.0,83000000,915569.807,2178.542,13088.349,28.072,9.29,2022,2,7,2022-02,1.4295,6.19
DEU,Europe,Germany,2022-02-17,76176013,183719,1088926,2593,12909458.0,7745674.0,5163783.0,0.0,918.0,83000000,917783.289,2213.482,13119.59,31.241,9.33,2022,2,7,2022-02,1.4295,6.22
DEU,Europe,Germany,2022-02-18,76333464,157451,1090713,1787,12972126.0,7783275.0,5188850.0,0.0,787.0,83000000,919680.289,1897.0,13141.12,21.53,9.38,2022,2,7,2022-02,1.4289,6.25
DEU,Europe,Germany,2022-02-19,76525099,191635,1094272,3559,13034945.0,7820967.0,5213978.0,5749.0,958.0,83000000,921989.145,2308.855,13184.0,42.88,9.42,2022,2,7,2022-02,1.43,6.28
DEU,Europe,Germany,2022-02-20,76721469,196370,1096604,2332,13097915.0,7858749.0,5239166.0,5891.0,981.0,83000000,924355.048,2365.904,13212.096,28.096,9.47,2022,2,7,2022-02,1.4293,6.31
DEU,Europe,Germany,2022-02-21,76911795,190326,1098735,2131,13161038.0,7896622.0,5264415.0,5709.0,0.0,83000000,926648.133,2293.084,13237.771,25.675,9.51,2022,2,8,2022-02,1.4286,6.34
DEU,Europe,Germany,2022-02-22,77090703,178908,1100851,2116,13161038.0,7934587.0,5289724.0,5367.0,0.0,83000000,928803.651,2155.518,13263.265,25.494,9.56,2022,2,8,2022-02,1.428,6.37
DEU,Europe,Germany,2022-02-23,77237962,147259,1103312,2461,13287738.0,7972642.0,5315095.0,4417.0,736.0,83000000,930577.855,1774.205,13292.916,29.651,9.61,2022,2,8,2022-02,1.4285,6.4
DEU,Europe,Germany,2022-02-24,77383987,146025,1105319,2007,13351316.0,8010789.0,5315095.0,4380.0,730.0,83000000,932337.193,1759.337,13317.096,24.181,9.65,2022,2,8,2022-02,1.4284,6.4
DEU,Europe,Germany,2022-02-25,77571692,187705,1108126,2807,13415045.0,8049027.0,5366018.0,5631.0,938.0,83000000,934598.699,2261.506,13350.916,33.819,9.7,2022,2,8,2022-02,1.4285,6.47
DEU,Europe,Germany,2022-02-26,77697702,126010,1109418,1292,13478926.0,8087355.0,5391570.0,3780.0,630.0,83000000,936116.892,1518.193,13366.482,15.566,9.74,2022,2,8,2022-02,1.4279,6.5
DEU,Europe,Germany,2022-02-27,77866161,168459,1111164,1746,13542959.0,8125775.0,5391570.0,5053.0,842.0,83000000,938146.518,2029.627,13387.518,21.036,9.79,2022,2,8,2022-02,1.427,6.5
DEU,Europe,Germany,2022-02-28,78032228,166067,1113476,2312,13607144.0,8164286.0,5442857.0,4982.0,830.0,83000000,940147.325,2000.807,13415.373,27.855,9.84,2022,2,9,2022-02,1.4269,6.56
DEU,Europe,Germany,2022-03-01,78191440,159212,1116202,2726,13671480.0,8202888.0,5468592.0,4776.0,796.0,83000000,942065.542,1918.217,13448.217,32.843,9.88,2022,3,9,2022-03,1.4275,6.59
DEU,Europe,Germany,2022-03-02,78370988,179548,1119382,3180,13735968.0,8241580.0,5494387.0,5386.0,897.0,83000000,944228.771,2163.229,13486.53,38.313,9.93,2022,3,9,2022-03,1.4283,6.62
DEU,Europe,Germany,2022-03-03,78508290,137302,1120867,1485,13800608.0,8280364.0,5494387.0,4119.0,686.0,83000000,945883.012,1654.241,13504.422,17.892,9.98,2022,3,9,2022-03,1.4277,6.62
DEU,Europe,Germany,2022-03-04,78645723,137433,1122890,2023,13865400.0,8319240.0,5546160.0,4122.0,687.0,83000000,947538.831,1655.819,13528.795,24.373,10.02,2022,3,9,2022-03,1.4278,6.68
DEU,Europe,Germany,2022-03-05,78766462,120739,1125058,2168,13865400.0,8358205.0,5572137.0,3622.0,603.0,83000000,948993.518,1454.687,13554.916,26.12,10.07,2022,3,9,2022-03,1.4283,6.71
DEU,Europe,Germany,2022-03-06,78906733,140271,1126940,1882,13995438.0,8397262.0,5598175.0,4208.0,701.0,83000000,950683.53,1690.012,13577.59,22.675,10.12,2022,3,9,2022-03,1.4282,6.74
DEU,Europe,Germany,2022-03-07,79035091,128358,1129152,2212,14060685.0,8436411.0,5624274.0,3850.0,641.0,83000000,952230.012,1546.482,13604.241,26.651,10.16,2022,3,10,2022-03,1.4287,6.78
DEU,Europe,Germany,2022-03-08,79166596,131505,1130628,1476,14126084.0,8475650.0,5650433.0,3945.0,657.0,83000000,953814.41,1584.398,13622.024,17.783,10.21,2022,3,10,2022-03,1.4282,6.81
DEU,Europe,Germany,2022-03-09,79323823,157227,1133481,2853,14191634.0,8514980.0,5676653.0,4716.0,0.0,83000000,955708.711,1894.301,13656.398,34.373,10.26,2022,3,10,2022-03,1.4289,6.84
DEU,Europe,Germany,2022-03-10,79484744,160921,1136146,2665,14257336.0,8554401.0,5702934.0,4827.0,804.0,83000000,957647.518,1938.807,13688.506,32.108,10.31,2022,3,10,2022-03,1.4294,6.87
DEU,Europe,Germany,2022-03-11,79603152,118408,1138301,2155,14323190.0,8593914.0,5729276.0,3552.0,592.0,83000000,959074.12,1426.602,13714.47,25.964,10.35,2022,3,10,2022-03,1.43,6.9
DEU,Europe,Germany,2022-03-12,79730151,126999,1140322,2021,14389195.0,8633517.0,5755678.0,3809.0,634.0,83000000,960604.229,1530.108,13738.819,24.349,10.4,2022,3,10,2022-03,1.4302,6.93
DEU,Europe,Germany,2022-03-13,79885040,154889,1142368,2046,14455352.0,8673211.0,5782140.0,4646.0,774.0,83000000,962470.361,1866.133,13763.47,24.651,10.45,2022,3,10,2022-03,1.43,6.97
DEU,Europe,Germany,2022-03-14,79992767,107727,1144325,1957,14521661.0,8712996.0,5808664.0,0.0,0.0,83000000,963768.277,1297.916,13787.048,23.578,10.5,2022,3,11,2022-03,1.4305,7.0
DEU,Europe,Germany,2022-03-15,80100759,107992,1145669,1344,14521661.0,8752873.0,5835248.0,3239.0,539.0,83000000,965069.386,1301.108,13803.241,16.193,10.55,2022,3,11,2022-03,1.4303,7.03
DEU,Europe,Germany,2022-03-16,80211017,110258,1147095,1426,14654734.0,8792840.0,5861893.0,3307.0,551.0,83000000,966397.795,1328.41,13820.422,17.181,10.59,2022,3,11,2022-03,1.4301,7.06
DEU,Europe,Germany,2022-03-17,80341683,130666,1149201,2106,14721499.0,8832899.0,5888599.0,3919.0,653.0,83000000,967972.084,1574.289,13845.795,25.373,10.64,2022,3,11,2022-03,1.4304,7.09
DEU,Europe,Germany,2022-03-18,80448608,106925,1150984,1783,14721499.0,8873048.0,5915365.0,3207.0,534.0,83000000,969260.337,1288.253,13867.277,21.482,10.69,2022,3,11,2022-03,1.4307,7.13
DEU,Europe,Germany,2022-03-19,80594334,145726,1153621,2637,14721499.0,8913289.0,5942192.0,4371.0,728.0,83000000,971016.072,1755.735,13899.048,31.771,10.74,2022,3,11,2022-03,1.4314,7.16
DEU,Europe,Germany,2022-03-20,80712944,118610,1155025,1404,14922702.0,8953621.0,5969080.0,0.0,593.0,83000000,972445.108,1429.036,13915.964,16.916,10.79,2022,3,11,2022-03,1.431,7.19
DEU,Europe,Germany,2022-03-21,80832668,119724,1157055,2030,14990073.0,8994043.0,5996029.0,3591.0,598.0,83000000,973887.566,1442.458,13940.422,24.458,10.84,2022,3,12,2022-03,1.4314,7.22
DEU,Europe,Germany,2022-03-22,80938817,106149,1158801,1746,15057595.0,9034557.0,6023038.0,3184.0,530.0,83000000,975166.47,1278.904,13961.458,21.036,10.89,2022,3,12,2022-03,1.4317,7.26
DEU,Europe,Germany,2022-03-23,81054058,115241,1160025,1224,15057595.0,9075162.0,6050108.0,3457.0,576.0,83000000,976554.916,1388.446,13976.205,14.747,10.93,2022,3,12,2022-03,1.4312,7.29
DEU,Europe,Germany,2022-03-24,81176594,122536,1161668,1643,15193096.0,9115857.0,6077238.0,3676.0,612.0,83000000,978031.253,1476.337,13996.0,19.795,10.98,2022,3,12,2022-03,1.431,7.32
DEU,Europe,Germany,2022-03-25,81301585,124991,1163232,1564,15261074.0,9156644.0,6104429.0,3749.0,624.0,83000000,979537.169,1505.916,14014.843,18.843,11.03,2022,3,12,2022-03,1.4308,7.35
DEU,Europe,Germany,2022-03-26,81425055,123470,1164800,1568,15329204.0,9197522.0,6131681.0,0.0,617.0,83000000,981024.759,1487.59,14033.735,18.892,11.08,2022,3,12,2022-03,1.4305,7.39
DEU,Europe,Germany,2022-03-27,81539108,114053,1166916,2116,15397486.0,9238491.0,6158994.0,3421.0,570.0,83000000,982398.892,1374.133,14059.229,25.494,11.13,2022,3,12,2022-03,1.4311,7.42
DEU,Europe,Germany,2022-03-28,81665898,126790,1168896,1980,15465919.0,9279551.0,6186367.0,3803.0,633.0,83000000,983926.482,1527.59,14083.084,23.855,11.18,2022,3,13,2022-03,1.4313,7.45
DEU,Europe,Germany,2022-03-29,81787249,121351,1170870,1974,15534504.0,9320702.0,6213801.0,3640.0,606.0,83000000,985388.542,1462.06,14106.867,23.783,11.23,2022,3,13,2022-03,1.4316,7.49
DEU,Europe,Germany,2022-03-30,81904406,117157,1173038,2168,15603241.0,9361944.0,6241296.0,3514.0,585.0,83000000,986800.072,1411.53,14132.988,26.12,11.28,2022,3,13,2022-03,1.4322,7.52
DEU,Europe,Germany,2022-03-31,81990577,86171,1174186,1148,15672129.0,9403277.0,6268851.0,0.0,430.0,83000000,987838.277,1038.205,14146.819,13.831,11.33,2022,3,13,2022-03,1.4321,7.55
DEU,Europe,Germany,2022-04-01,82073565,82988,1175596,1410,15741170.0,9444702.0,6296468.0,2489.0,414.0,83000000,988838.133,999.855,14163.807,16.988,11.38,2022,4,13,2022-04,1.4324,7.59
DEU,Europe,Germany,2022-04-02,82163808,90243,1176843,1247,15810361.0,9486216.0,6324144.0,2707.0,451.0,83000000,989925.398,1087.265,14178.831,15.024,11.43,2022,4,13,2022-04,1.4323,7.62
DEU,Europe,Germany,2022-04-03,82270964,107156,1178726,1883,15879705.0,9527823.0,6351882.0,3214.0,535.0,83000000,991216.434,1291.036,14201.518,22.687,11.48,2022,4,13,2022-04,1.4327,7.65
DEU,Europe,Germany,2022-04-04,82366637,95673,1179838,1112,15949201.0,9569520.0,6351882.0,0.0,478.0,83000000,992369.12,1152.687,14214.916,13.398,11.53,2022,4,14,2022-04,1.4324,7.65
DEU,Europe,Germany,2022-04-05,82460647,94010,1181554,1716,15949201.0,9569520.0,6407539.0,2820.0,470.0,83000000,993501.771,1132.651,14235.59,20.675,11.58,2022,4,14,2022-04,1.4329,7.72
DEU,Europe,Germany,2022-04-06,82571964,111317,1182885,1331,16088647.0,9653188.0,6435458.0,3339.0,556.0,83000000,994842.94,1341.169,14251.627,16.036,11.63,2022,4,14,2022-04,1.4326,7.75
DEU,Europe,Germany,2022-04-07,82682153,110189,1184305,1420,16158597.0,9695158.0,6463438.0,3305.0,550.0,83000000,996170.518,1327.578,14268.735,17.108,11.68,2022,4,14,2022-04,1.4324,7.79
DEU,Europe,Germany,2022-04-08,82791319,109166,1186117,1812,16228700.0,9737220.0,6491480.0,3274.0,545.0,83000000,997485.771,1315.253,14290.566,21.831,11.73,2022,4,14,2022-04,1.4327,7.82
DEU,Europe,Germany,2022-04-09,82876934,85615,1187270,1153,16228700.0,9779372.0,6519581.0,2568.0,428.0,83000000,998517.277,1031.506,14304.458,13.892,11.78,2022,4,14,2022-04,1.4326,7.85
DEU,Europe,Germany,2022-04-10,82975111,98177,1188774,1504,16369360.0,9821616.0,6547744.0,2945.0,490.0,83000000,999700.133,1182.855,14322.578,18.12,11.83,2022,4,14,2022-04,1.4327,7.89
DEU,Europe,Germany,2022-04-11,83056823,81712,1189910,1136,16439917.0,9863950.0,6575966.0,2451.0,408.0,83000000,1000684.614,984.482,14336.265,13.687,11.88,2022,4,15,2022-04,1.4326,7.92
DEU,Europe,Germany,2022-04-12,83134513,77690,1191190,1280,16510627.0,9906376.0,6604250.0,2330.0,388.0,83000000,1001620.639,936.024,14351.687,15.422,11.94,2022,4,15,2022-04,1.4328,7.96
DEU,Europe,Germany,2022-04-13,83210900,76387,1192110,920,16581488.0,9948892.0,6632595.0,2291.0,381.0,83000000,1002540.964,920.325,14362.771,11.084,11.99,2022,4,15,2022-04,1.4326,7.99
DEU,Europe,Germany,2022-04-14,83291639,80739,1192964,854,16652500.0,9991500.0,6661000.0,2422.0,403.0,83000000,1003513.723,972.759,14373.06,10.289,12.04,2022,4,15,2022-04,1.4323,8.03
DEU,Europe,Germany,2022-04-15,83374224,82585,1194009,1045,16723665.0,10034199.0,6689466.0,2477.0,412.0,83000000,1004508.723,995.0,14385.651,12.59,12.09,2022,4,15,2022-04,1.4321,8.06
DEU,Europe,Germany,2022-04-16,83469078,94854,1195352,1343,16794981.0,10076988.0,6717992.0,2845.0,474.0,83000000,1005651.542,1142.819,14401.831,16.181,12.14,2022,4,15,2022-04,1.4321,8.09
DEU,Europe,Germany,2022-04-17,83539104,70026,1196158,806,16866449.0,10119869.0,6746579.0,2100.0,350.0,83000000,1006495.229,843.687,14411.542,9.711,12.19,2022,4,15,2022-04,1.4319,8.13
DEU,Europe,Germany,2022-04-18,83628169,89065,1197327,1169,16938069.0,10162841.0,6775227.0,2671.0,445.0,83000000,1007568.301,1073.072,14425.627,14.084,12.24,2022,4,16,2022-04,1.4317,8.16
DEU,Europe,Germany,2022-04-19,83709443,81274,1198426,1099,17009840.0,10205904.0,6803936.0,2438.0,406.0,83000000,1008547.506,979.205,14438.867,13.241,12.3,2022,4,16,2022-04,1.4316,8.2
DEU,Europe,Germany,2022-04-20,83781862,72419,1199191,765,17081764.0,10249058.0,6832705.0,2172.0,0.0,83000000,1009420.024,872.518,14448.084,9.217,12.35,2022,4,16,2022-04,1.4313,8.23
DEU,Europe,Germany,2022-04-21,83859654,77792,1200366,1175,17153839.0,10292303.0,6861535.0,2333.0,0.0,83000000,1010357.277,937.253,14462.241,14.157,12.4,2022,4,16,2022-04,1.4314,8.27
DEU,Europe,Germany,2022-04-22,83930416,70762,1201619,1253,17226065.0,10335639.0,6890426.0,2122.0,353.0,83000000,1011209.831,852.554,14477.337,15.096,12.45,2022,4,16,2022-04,1.4317,8.3
DEU,Europe,Germany,2022-04-23,84009167,78751,1202515,896,17298444.0,10379066.0,6919377.0,2362.0,393.0,83000000,1012158.639,948.807,14488.133,10.795,12.5,2022,4,16,2022-04,1.4314,8.34
DEU,Europe,Germany,2022-04-24,84081962,72795,1203624,1109,17370974.0,10422584.0,6948389.0,2183.0,363.0,83000000,1013035.687,877.048,14501.494,13.361,12.56,2022,4,16,2022-04,1.4315,8.37
DEU,Europe,Germany,2022-04-25,84145793,63831,1204633,1009,17370974.0,10466193.0,6977462.0,1914.0,319.0,83000000,1013804.735,769.048,14513.651,12.157,12.61,2022,4,17,2022-04,1.4316,8.41
DEU,Europe,Germany,2022-04-26,84207343,61550,1205475,842,17516489.0,10509893.0,7006595.0,1846.0,307.0,83000000,1014546.301,741.566,14523.795,10.145,12.66,2022,4,17,2022-04,1.4316,8.44
DEU,Europe,Germany,2022-04-27,84280373,73030,1206652,1177,17589475.0,10553685.0,7035790.0,2190.0,365.0,83000000,1015426.181,879.88,14537.976,14.181,12.72,2022,4,17,2022-04,1.4317,8.48
DEU,Europe,Germany,2022-04-28,84362453,82080,1207769,1117,17662612.0,10597567.0,7065044.0,2462.0,410.0,83000000,1016415.096,988.916,14551.434,13.458,12.77,2022,4,17,2022-04,1.4316,8.51
DEU,Europe,Germany,2022-04-29,84427828,65375,1208712,943,17662612.0,10641540.0,7094360.0,1961.0,326.0,83000000,1017202.747,787.651,14562.795,11.361,12.82,2022,4,17,2022-04,1.4317,8.55
DEU,Europe,Germany,2022-04-30,84503010,75182,1209474,762,17809341.0,10685604.0,7123736.0,2255.0,375.0,83000000,1018108.554,905.807,14571.976,9.181,12.87,2022,4,17,2022-04,1.4313,8.58
DEU,Europe,Germany,2022-05-01,84575152,72142,1210631,1157,17882934.0,10729760.0,7153173.0,2164.0,360.0,83000000,1018977.735,869.181,14585.916,13.94,12.93,2022,5,17,2022-05,1.4314,8.62
DEU,Europe,Germany,2022-05-02,84653623,78471,1211869,1238,17956678.0,10774006.0,7182671.0,2354.0,392.0,83000000,1019923.169,945.434,14600.831,14.916,12.98,2022,5,18,2022-05,1.4316,8.65
DEU,Europe,Germany,2022-05-03,84728121,74498,1212644,775,18030574.0,10818344.0,7212229.0,2234.0,372.0,83000000,1020820.735,897.566,14610.169,9.337,13.03,2022,5,18,2022-05,1.4312,8.69
DEU,Europe,Germany,2022-05-04,84794998,66877,1213530,886,18104621.0,10862772.0,7241848.0,2006.0,334.0,83000000,1021626.482,805.747,14620.843,10.675,13.09,2022,5,18,2022-05,1.4311,8.73
DEU,Europe,Germany,2022-05-05,84863316,68318,1214795,1265,18178820.0,10907292.0,7271528.0,2049.0,341.0,83000000,1022449.59,823.108,14636.084,15.241,13.14,2022,5,18,2022-05,1.4315,8.76
DEU,Europe,Germany,2022-05-06,84936864,73548,1215803,1008,18253171.0,10951902.0,7301268.0,2206.0,367.0,83000000,1023335.711,886.12,14648.229,12.145,13.2,2022,5,18,2022-05,1.4314,8.8
DEU,Europe,Germany,2022-05-07,84996963,60099,1216668,865,18327674.0,10996604.0,7331069.0,1802.0,300.0,83000000,1024059.795,724.084,14658.651,10.422,13.25,2022,5,18,2022-05,1.4314,8.83
DEU,Europe,Germany,2022-05-08,85054492,57529,1217699,1031,18402329.0,11041397.0,7360931.0,1725.0,287.0,83000000,1024752.916,693.12,14671.072,12.422,13.3,2022,5,18,2022-05,1.4317,8.87
